Unnamed: 0,text,possibly_sensitive,id,author_id,conversation_id,in_reply_to_user_id,reply_settings,lang,username,profile_image_url,protected,name,url,verified,created_at.y,location,description,public_metrics.x_retweet_count,public_metrics.x_reply_count,public_metrics.x_like_count,public_metrics.x_quote_count,public_metrics.x_impression_count,public_metrics.y_followers_count,public_metrics.y_following_count,public_metrics.y_tweet_count,public_metrics.y_listed_count,pinned_tweet_id,text_with_display_links,reply.to.thread.no.term,geo_place_id,created_at.x,count
1.0,"Reposting @divyendhu:
Oil Spill on the Gulf of Mexico.
.
.
.
#oilpainting #photography #sunset #oilspill #gulfofmexico #portrichey #tampa #florida #pixel2 #teampixel #waterfront #living #home #harbor #ig_color #sky #brush #strokes #nature #gradient #orange #blue https://t.co/PRvux7bPEM",True,1.0793627553528177e+18,95188073.0,1.0793627553528177e+18,,everyone,en,hihi0806,https://pbs.twimg.com/profile_images/1614247746961289217/KFF-Kd7g_normal.jpg,False,Hiro,,False,2009-12-07T12:05:12.000Z,  #東京 日本 #Tokyo Japan 🇯🇵,Hi!! ☕️Good to see you!! 🍵Please be sure to enjoy the art.(🌏To Twitter friends around the world🌎) 🐾🙀No DM! 😾 🌏✌️I wish the world eternal peace🌈,4.0,0.0,7.0,0.0,0.0,116109.0,116047.0,123578.0,550.0,7.685942934684426e+17,oil spill gulf mexico oilpainting photography sunset oilspill gulfofmexico porichey tampa florida pixel teampixel waterfront live harbor ig_color sky brush stroke nature gradient orange blue,,,2018-01-04,1.0
6.0,"@DeadlineWH @McFaul @NicolleDWallace 🗣️💬 2010 BP Oil Spill. Seen the after effects in Florida for my 3-week vacation. Tampa Bay, Sarasota, St. Petersburg, New Port Richey. Hehe. 🛢️🌊",False,1.5752342598952182e+18,1.4961748923451802e+18,1.5745444362641613e+18,8.601233511545569e+17,everyone,en,TheShogunGamer,https://pbs.twimg.com/profile_images/1614481518092591104/wc1T3HOM_normal.jpg,False,PSN: TheShowgunGamer ⛩️🏯,https://t.co/JdfXIe9fIV,False,2022-02-22T17:28:17.000Z,"Albany, New York",Video Game Extraordinaire 🎮 Polyamorous ❤ Disabled Rights ♿ Politics 🗣 Film Enthusiast 🎥 Sports Junkie🏅Graphics Designer 🎨 Idealist💡egameboss@gmail.com 📧,0.0,0.0,0.0,0.0,0.0,255.0,263.0,17565.0,2.0,,oil spill effect florida week vacation tampa bay sarasota petersburg richey hehe,,,2018-01-09,0.0
1.0,"@jamesapisano The Barataria Bay Bottlenose dolphin population wasn’t studied until after the BP disaster, but before the oil spill it was likely close to that of the Sarasota Bottlenose population, which is 17%.. ",False,9.49380859404038e+17,1551101437.0,9.490895459532964e+17,490724761.0,everyone,en,Quad_Finn,https://pbs.twimg.com/profile_images/896942980900069376/Ija1gs0m_normal.jpg,False,Quad Finn,,False,2013-06-27T17:09:49.000Z,California,"Surfer, Sailor, Cetacean Researcher & Marine Mammal Rescuer",1.0,0.0,2.0,0.0,0.0,43739.0,38832.0,37063.0,480.0,1.0178862434749236e+18,barataria bay bottlenose dolphin population study disaster oil spill close sarasota bottlenose population,False,,2018-01-10,0.0
3.0,Sarasota Bay’s dolphins were used as a control group in the Deepwater Horizon mortality studies. . https   response restoration noaa gov about media wake deepwater horizon oil spill gulf dolphins found sick and dying larger numbers ever,False,1.042301226870702e+18,14202167.0,1.0422975610783662e+18,14202167.0,everyone,en,asmallteapot,https://pbs.twimg.com/profile_images/1212932322472841216/9CY3tkJB_normal.jpg,False,ellen teapot 🇨🇦🇺🇸🏳️‍⚧️,https://t.co/hRzr3u9wwy,False,2008-03-23T14:33:27.000Z,British Columbia,ellen teapot | she/her | 🫖 418 i’m a teapot |  @AppStore | ♥︎ @lucaswazowski | https://t.co/t1OWK9QxtS,0.0,1.0,0.0,0.0,0.0,3737.0,969.0,246052.0,167.0,1.2378488967238042e+18,sarasota dolphin control group deepwater horizon moality study,False,,2018-01-12,0.0
4.0,Oil Ship 4/20/2010 The Horizon Oil Spill In Sarasota and The Gulf and The Birthday Line Up Yeah Life and What I Do For A Living Then Coming Home With China and Then The Bank Connection and Doing Everything and The Whole Frame I Lived And That's It.. ,False,1.0607071404222546e+18,2327017247.0,1.0607071404222546e+18,,everyone,en,GoDaddyLLC,https://pbs.twimg.com/profile_images/1359408180816715777/5nEyCv9N_normal.jpg,False,Owner of GoDaddy,,False,2014-02-06T00:14:25.000Z,,,0.0,0.0,0.0,0.0,0.0,36.0,71.0,88766.0,0.0,1.4777724492363284e+18,oil ship horizon oil spill sarasota gulf bihday yeah life live china bank connection frame live,False,,2018-01-13,0.0
5.0,"@MariaMo32975161 The Gulf Coast -Sarasota is a Red Tide and the News focuses on Trump.  -My Friends and that Economy Stinks since June?

What has anyone Done?
A Biological Disaster worse than the BP Oil Spill.
The New Follows #Trump with awe?
I Wash my hands of it and Pray for the Hearts of Youth . https   twitter com Real_Jetson status 1066973798052884481 photo 1",False,1.0669737980528844e+18,618581414.0,1.0669682854581944e+18,3965004861.0,everyone,en,JetsonNeal,https://pbs.twimg.com/profile_images/871295605393543168/DFzoAJEo_normal.jpg,False,Jetson Neal,,False,2012-06-26T00:50:20.000Z,"Knoxville, TN",Rock All Day- Rave All Night- Go Goth Till Dawn. If You Wanna Take a Ride-Jump On & Hold On!...I never promised anything-HERE WE GO!- Have the Heart of a Koala,0.0,2.0,1.0,0.0,0.0,3114.0,3051.0,84039.0,97.0,,gulf coast sarasota red tide focus trump friend economy stink june biological disaster bad oil spill trump awe wash hand pray heas youth,False,,2018-01-14,0.0
6.0,"Venice, Fl. my hometown is right on the Gulf! . http   www rightinginjustice com news 2014 08 01 flesh eating bacteria in gulf linked to bp oil spill",False,1.1509223943217724e+18,36465115.0,1.1509223943217724e+18,,everyone,en,freedomcove,https://pbs.twimg.com/profile_images/692067739259793409/VCMKQEW5_normal.jpg,False,outhouse Kat,,False,2009-04-29T20:12:41.000Z,,,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1885.0,0.0,,venice hometown gulf,False,,2018-01-15,0.0
7.0,My hometown Venice Fl. is on the Gulf. . http   www rightinginjustice com news 2014 08 01 flesh eating bacteria in gulf linked to bp oil spill,False,1.1509234218927104e+18,36465115.0,1.1509234218927104e+18,,everyone,en,freedomcove,https://pbs.twimg.com/profile_images/692067739259793409/VCMKQEW5_normal.jpg,False,outhouse Kat,,False,2009-04-29T20:12:41.000Z,,,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1885.0,0.0,,hometown venice gulf,False,,2018-01-16,0.0
8.0,"There used to be a lot of British petroleum gas stations in Sarasota before the BP oil spill in the Gulf of Mexico. How many out of the number of them had to close?
And, did Shell company hire them?. ",False,1.2152532024231772e+18,3008024567.0,1.2152532024231772e+18,,everyone,en,W1redVanilla,https://pbs.twimg.com/profile_images/1536946577180352514/Er2Jx40C_normal.jpg,False,Kristian Nelson,https://t.co/C5BEav1zNY,False,2015-01-31T17:23:11.000Z,"Florida, USA","B. 1985, Sarasota, FL. Music, Movies, Video Games. I'm in college for an A.S. Network Systems Technology, I want to own a Tesla someday. All things technology!",0.0,0.0,0.0,0.0,0.0,97.0,150.0,62746.0,9.0,1.617972161179947e+18,lot british petroleum gas station sarasota oil spill gulf mexico number close shell hire,False,,2018-01-17,0.0
9.0,"@nickconfessore FYI Spring break has been officially canceled in Pinellas County Florida including Clearwater and surrounding beaches ,ok Sarasota too stay away.the weather's awful we might have red tide or an oil spill who knows it stinks. ",False,1.2396745875725148e+18,3092501673.0,1.239658522884944e+18,258885469.0,everyone,en,barbara_bayw,https://pbs.twimg.com/profile_images/585526144709042176/84K2nvkC_normal.jpg,False,Barbara Wilkerson,,False,2015-03-16T20:36:42.000Z,,,0.0,0.0,0.0,0.0,0.0,148.0,778.0,1523.0,0.0,,fyi spring break officially cancel pinellas florida include clearwater surround sarasota stay awful red tide oil spill stink,False,,2018-01-18,0.0
10.0,"@mikefreemanNFL @JReidESPN Beach bank. Same state which suffered billions in loss when 2010 vacationers assumed the Gulf Oil Spill involved Tampa, Clearwater, Sarasota &amp; Naples. It was in Louisiana. ",False,1.2454124857478715e+18,2790538982.0,1.2454057185572168e+18,19050461.0,everyone,en,bijancbayne,https://pbs.twimg.com/profile_images/1180134619015983104/Jr6P_9UG_normal.jpg,False,Bijan C. Bayne,https://t.co/6YLDOfZkn2,False,2014-09-04T20:20:31.000Z,"Miami Beach, FL","Producer-screenwriter, @nytimes, ESPN, WaPo, bijanc@hotmail.com, https://t.co/q03aGBOpRb, developing docs about The T.A.M.I. Show, & about the '64 Tokyo Games",0.0,0.0,1.0,0.0,0.0,8302.0,599.0,254914.0,181.0,,beach bank state suffer billion loss vacationer assume gulf oil spill involve tampa clearwater sarasota amp naples louisiana,False,,2018-01-19,0.0
11.0,@MaxNordau Nelson wandering Sarasota beaches still looking for oil deposits from Deepwater Horizon oil spill.  #oldfool. ,False,1.372573022297657e+18,117582506.0,1.372572419244839e+18,608827037.0,everyone,en,GHandstone,https://pbs.twimg.com/profile_images/1392556858557222920/boEcp-kD_normal.jpg,False,gopher handstone,,False,2010-02-26T00:20:08.000Z,USA,"Lay down thy raincoat and Groove.
I need to cling to something. 
de Mangos mon",0.0,0.0,0.0,0.0,0.0,210.0,1238.0,7695.0,1.0,,nelson wander sarasota oil deposit deepwater horizon oil spill oldfool,False,,2018-01-20,0.0
12.0,"Okay. As you gather to celebrate the 4th of July, just a reminder that In Sarasota Florida they are rallying around Trump, gaining energy, planning their own fireworks. Oh and there’s a huge fire and oil leak in the Gulf. Carry on America!. ",False,1.4114601930917847e+18,409519251.0,1.4114601930917847e+18,,everyone,en,husbandjlh,https://pbs.twimg.com/profile_images/1608135389121847296/M9HW1NfB_normal.jpg,False,TennisPlaya,,False,2011-11-10T21:16:54.000Z,"Laurel, MS","Tennis Nut,Loves anything near the water. Outgoing.Entrepeneur, Looking to make a difference.",0.0,0.0,1.0,0.0,0.0,347.0,296.0,14123.0,2.0,,gather celebrate july reminder sarasota florida rally trump gain energy planning firework huge oil leak gulf carry america,False,,2018-01-21,0.0
13.0,"It’s been 12 years since the #DeepwaterHorizon oil spill. Today we’re still seeing impacts in Barataria Bay, LA. 
Documenting disaster impacts is part of our #conservation mission that you can support. #BeTheOne to#SupportDolphins!  . https   sarasotadolphin org dwh 12 years on. https   www givingchallenge org organizations dolphin biology research institute dba sarasota dolphin research program. https   twitter com dolphinsarasota status 1516386443169615880 photo 1",False,1.516386443169616e+18,222863886.0,1.516386443169616e+18,,everyone,en,dolphinsarasota,https://pbs.twimg.com/profile_images/1182470751/logo-FB_normal.gif,False,SDRP,https://t.co/KngnvyYozJ,False,2010-12-04T17:46:20.000Z,"Sarasota, Florida, USA","We are the world’s longest-running study of a wild dolphin population. Since 1970, our research has been helping humans save dolphins across the planet.",0.0,0.0,6.0,0.0,0.0,904.0,42.0,781.0,19.0,,year deepwaterhorizon oil spill today impact barataria bay document disaster impact pa conservation mission suppo betheone suppodolphins,False,,2018-01-22,0.0
14.0,"@DeuxProcess @Dart_Adams Media = odd. I went to the Florida Gulf f/ four media tours in 6-8 weeks, during the daily CNN &amp; MSNBC leading off each a.m. w/ news of the Gulf Oil Spill ('09?), &amp; saw not a drop of oil in Panama City Beach, Naples, Sarasota or Ft. Myers. Not a speck. Pristine aqua seas.. ",False,1.549513325582639e+18,2790538982.0,1.549232072962736e+18,19733982.0,everyone,en,bijancbayne,https://pbs.twimg.com/profile_images/1180134619015983104/Jr6P_9UG_normal.jpg,False,Bijan C. Bayne,https://t.co/6YLDOfZkn2,False,2014-09-04T20:20:31.000Z,"Miami Beach, FL","Producer-screenwriter, @nytimes, ESPN, WaPo, bijanc@hotmail.com, https://t.co/q03aGBOpRb, developing docs about The T.A.M.I. Show, & about the '64 Tokyo Games",0.0,1.0,1.0,0.0,0.0,8302.0,599.0,254914.0,181.0,,media odd florida gulf media tours week daily cnn amp msnbc lead gulf oil spill amp drop oil panama city beach naples sarasota myers speck pristine aqua sea,False,,2018-01-23,0.0
